id,BG,AG,HA,ED,HE,SE
10048,2,3,2,5,3,0
10049,2,4,1,6,0,0
10050,0,1,0,2,3,2
10051,0,3,0,2,0, 
10052,2,3, ,4,3,0
10053,2, ,0,1,1, 
10054,1,4,2,10,1,0
10055,1,3,0,7,0,2
10056,1,1,0,0,0,1
10057,2,2,1,7,1,1
10058,1,0,2,2, ,1
10059,0,1,2,1, ,1
10060,1,3,0,1,2,0
10061,2,3,1,2,2,2
10062, ,2,2,3,2,1
10063,0,0,2,0,1,1
10064,0,0,0,4,0,1
10065,0,2,1,7,2,0
10066,0,0,1,5,1,1
10067,2,4, ,1,1,0
10068, ,2,2,0,1,0
10069, ,4, ,1,2,0
10070,1,3,2,5, ,0
10071,1,3,0,2, ,2
10072,1,1,2,5,1,1
10073,2,0,1,2,0,2
10074, ,4,0,3,1,2
10075,0,4,1, ,1,2
10076,2, ,1,9,0,2
10077,1,3,2,3,0,0
10078,1,4,0,10,2,0
10079,1,3, ,4,2,1
10080,0,0,2,8,2,1
10081,1,0,0,9,3,0
10082,1, ,2, ,0,2
10083,1,3, ,9,1,1
10084,1,4,0,10, ,1
10085,0,1,2,10, ,0
10086,2,3,1,8,1,2
10087,0,0,1,3,3,1
10088,0,3,0,7,2,0
10089,1,1,0,9,3,1
10090,1,3,0,3,0, 
10091,1,4,2,7,0,1
10092,0, ,2,7,2,1
10093,2,4,2,3, ,1
10094,1, ,0,5,0,1
10095,0,2,2,3,1,0
10096,2,1,0,10,0,2
10097,2,0,1,9,0, 
10098,1,3,1,4,3,1
10099,1,1,0,10, ,1
10100,1,2,0,7, ,2
10101,0,4,2,1,1, 
10102,1,0,2,2,3,0
10103,2,4,1,8,1,0
10104,0,1,0,6,1,1
10105,1, ,2,4,0,2
10106,2,4,0,4,0,2
10107,2,4,2,0,0,1
10108,1,0,0,5,3,1
10109,2,1, ,9,0,0
10110,1,0,2,4,1,0
10111,2,2,0,7,3, 
10112,1,2,2,8,0,1
10113,2,3,0,2,3,0
10114,0, ,1,10,1,2
10115,0, ,0,7,3,2
10116,2,0,0,8,1,1
10117,1,2,0,4,2,0
10118,0,3,2,4,2,2
10119,0,1,0,0,2,0
10120,0, ,1,3,1,2
10121, ,4,0,6,3,2
10122,2,0,1,10,3,0
10123,1,3,1,10,3,1
10124,0, ,0,10,3,2
10125,1,0,1, , ,0
10126,0,3,2,2, ,2
10127,1,0, ,6,1,0
10128,0,3,0,5, ,2
10129,1,3,1,2, ,1
10130,2, ,2,9,2,0
10131,0,4, ,2,0,0
10132,1,1, ,8, ,0
10133,1,1,0,2,2,1
10134,2, ,0,2,3,2
10135, ,1,0,8,1, 
10136,0,2,1, ,1,1
10137,1,0, , ,2,0
10138,1, ,1,9, ,2
10139,0,3,0,7,1,0
10140,2,0,2,5,3,1
10141,0,1,1,3,3,1
10142,0,3,0,0,3,0
10143,1,1,2,0,1,2
10144,1,4,1,4,1,1
10145,1,1,2,10,3, 
10146,0, ,0,8,3, 
10147,0,4,2,0,1,1
10148,1,1,2,2,3,1
10149,1,2,2,9,0,2
10150, ,4,0,4, ,0
10151,1,4,2,10,2,0
10152,2,2,0,4,1,2
10153,1,2,1,4,1,2
10154,1,2,0,8,2,2
10155,2,3,2,3,1,0
10156,0,2,0,9,1,1
10157,2,3,1,3,1,0
10158,2,4,0,5,2,1
10159, ,0,2,4,1,2
10160,0,3,0,9,0,1
10161,1,4,2,3,1,0
10162,0,4,1,5,3,0
10163,0,1,2,7,0,1
10164,2,4,1,8,2,0
10165,2,3,1,9,0, 
10166,2,1,0,0,2,1
10167,2,3, ,3,0,2
10168,2, ,0,2,1,2
10169,0,0,1,6,0,0
10170,1,3,1,4, ,2
10171,2, ,2,10,1, 
10172,2,1,1,2,3,2
10173,1,1,1, ,3,1
10174,1,2,0,8,0,2
10175,2, ,2, ,1,0
10176, , ,1,8,0,0
10177,1,2,2,4,0,2
10178,2,3,2,7,0,1
10179,1,0,1, ,2,0
10180,2,2,0,9,1,2
10181, ,1,0, ,0,0
10182,1,0,1, ,1,2
10183,0, ,2,3,0,0
10184,1,4,2,10,1,1
10185,1,3,0,5,3,2
10186,0,4,0,5,3,1
10187,0,1,0,7, ,2
10188,1,2,1,1,1,0
10189,0,3, ,4,1,1
10190,0,3,1,4,2,1
10191,0,2,1,10,3,1
10192,1,1,2,9,3,0
10193,2,3,2,9,3, 
10194,2,3,0,2,0,0
10195,0,1,1,0,0,1
10196,2,2,2, ,0,1
10197,2,0, ,0,2,0
10198,0, ,0,3,1,0
10199,1,4,2, ,1, 
10200,1,1, ,2,2,2
10201,1,1,2,1,3,1
10202,0,2,0,6,2,1
10203,2,4,2,2,2,1
10204,0,0,1,10,3, 
10205,1,0,1,5,0,0
10206,2,0, ,10,3,2
10207,1,3,0,8,2,2
10208, ,1,2,10,0,0
10209,0,0,1,5,3,2
10210,1,1,1, ,2,0
10211,1,0,0,9,0, 
10212,1, ,1,4,1,2
10213,2,1,0,5,2,2
10214,1,2,1,5,3,1
10215,0,3,1, ,1,2
10216,1,1,0,3,3, 
10217,1,2,1,1,0,1
10218,1,1,0,10,3,2
10219,0,1,2,7,1,0
10220,2,2,0,5,2,2
10221,2,1,0,8,1,2
10222,2, ,0,7,3, 
10223,1,2,0,10,1,2
10224,2,0, , ,3,0
10225,0,0,2,9,2,0
10226,0,0,2,0, ,2
10227,1,4,0,5,1,0
10228,2,2,0, ,2,0
10229,1,1,1, ,0,0
10230,2, ,0,5,2, 
10231,2,1,2,8,0,1
10232,2,4,1,0,0,2
10233, ,0,1,0,1,1
10234, ,4, ,9,3,0
10235,2,3,2,8,1,2
10236,2,1,0,10,0,0
10237,0,4,1,1,1,0
10238,0,2,0,4, ,2
10239,1,4,2,7,0,1
10240,1,2,2,7,2,0
10241,1,2, ,9,3,2
10242,0,1,0, , ,1
10243,2,2,2,1,1,1
10244,0,2,2,6,3,2
10245, ,0,2,9, ,0
10246,2,0,1,7,3,2
10247,2,4,1,7,2,0
10248,0,2,0,8,1,2
10249,1,0,2,8,3,2
10250,0,1,0,5,2,2
10251,2,2,1,7,1,1
10252,1,4,1, ,1,1
10253,1,1,2,4,0,0
10254,1,1,1,10, ,2
10255,2,0, ,0,3,2
10256,0,3,2,2,1,1
10257,1,0,2,9,0,1
10258,0,2,1,3,3, 
10259,2,1,1,2,3,0
10260, ,1,0,9, ,2
10261, ,3,2,8,1,0
10262,1,0,2,8,2,1
10263,2,1,2,0, ,0
10264,0,0,0,4,2,0
10265,2,0,1,1, ,0
10266,0,0,1,4,2,0
10267,0, ,2,1,1, 
10268,1,1,0,4, ,2
10269,0,0,2,0,2,0
10270,1,0, ,3,0,1
10271,1,1,0,2,1,0
10272,2,1,2,1, ,0
10273,2,3,1,10,0,0
10274,2,4,2,3,1,1
10275,2,1,2,2,0,2
10276,1,4,0,3,3,2
10277,1,2,0,7, ,0
10278,1,2,2,6,3,0
10279,2,4,2,10,3,0
10280,2,4,0,10,3,0
10281,1,3,0,10,2,2
10282,0,2,1, ,3,2
10283, ,4,1,6,0,0
10284,1,0,1,4,2,1
10285,2,2,1,10,1,0
10286,2,4, ,2,2,2
10287,0,3,2,4,2, 
10288,2,4,0,0,0,0
10289,0,0,1,2,1,2
10290,0,1,1,3,2,2
10291,1,4,0,10,0,1
10292,2,2,0,7,1,1
10293,2,3,0,9,3,0
10294,2,3,2,5,2,2
10295,2,3,0,1,0,2
10296,0,2,1, ,0,2
10297,1,2,1,3,2,1
10298,0, ,1,0,3,0
10299,0,2,2, ,3,0
10300,2,3,0,7,0,2
10301,1,0,2,3, ,2
10302,0,0,2,8,1,2
10303, , ,1,10,2, 
10304,0,4,1,6,1,1
10305,1,4,2,7, , 
10306, ,3,1,8,3,0
10307,0,1,1, ,0, 
10308,0,0,0,10,0,1
10309,2,3,1,6,0, 
10310,0,0,0,6,0, 
10311,2,4,2,4,2,2
10312,2, ,1,7,2,1
10313,1,4, ,4,2,1
10314,0,1,2,10,1,2
10315,2,3,0,9,2,1
10316,1,0,2,6,0,1
10317,2,1,0,9,2,1
10318,2,2,1,9,1,1
10319,2,0,1,8,3,2
10320,0,1,1,9, ,1
10321,2,4,0,9,3,0
10322,2,3,0,2, ,2
10323,1,3,2,7,2,0
10324,2,4,0, ,1,0
10325,2,2,0,4,0,0
10326,2,4,0,10,0,1
10327,0,2,0,0,3,1
10328,2,1, ,7, ,2
10329,0,2,2, ,1,0
10330,2,4,0,9,0,0
10331,2,0,1,4,3, 
10332,1, ,0,6,2,2
10333,1,1,2,0,0,0
10334,0,2,1,1,0, 
10335,0, , ,4,3,1
10336,0,1,1,9,2,0
10337,0,0,0,5,3,2
10338,0,3,2,0,3,2
10339,2,2,2,5, ,1
10340,0,1,2,10,1,1
10341,0,1,0,6,0, 
10342, ,1,0,8,3,1
10343,0,1,2,5,3, 
10344,0,4,1,0,2,1
10345,2,2,1,7,3,0
10346, ,1,1,6, ,0
10347,1,4,1,3,2,1
10348,1,0,0,9,3,1
10349,2,0,1,7,0,2
10350,0,4,1,3,1,1
10351,0, ,1,0,0,2
10352, ,2,1,5, ,2
10353,0,0,2,1,2,0
10354,2,1,1,6,3, 
10355,2, ,0,8,1,2
10356,2,4,2, ,2,0
10357,2,2,2,3,2,1
10358,0, ,2, ,2,2
10359,0,1,1,6,1,2
10360,1, ,1,7,0,0
10361,0,1,2,8,2,1
10362,2,4,2,2,2,1
10363,2,0,2,1,1,0
10364,2,1,1,5,0,0
10365, ,1,2,10,2,1
10366,0,1,2, , ,0
10367,0,4,2,9,2, 
10368,1,2,2,10,1,1
10369,2,1,0,10,1,0
10370,2,1, ,10,2,2
10371,1,1,2,3,2,0
10372,2,0,1,2,2,2
10373,2,1,0,7,1,2
10374,0,1,0, ,0,2
10375,1,3,0,7,2,2
10376,2,0,0,5,0,2
10377,1,0,2, ,0,2
10378, ,2,1,9,1,2
10379,0,0,1,1,1,0
10380,1,2,0, , ,0
10381,0, ,0,5,0,0
10382,2,3,2,3,1,1
10383,1,0,2,1,0,0
10384, , ,1,7,1, 
10385,2,4,2, ,3,1
10386,2,0,2, ,3,1
10387,0,2,1,9, ,0
10388,2,2,1,4,1, 
10389,1,1, ,0,3, 
10390,0, ,0,10, ,2
10391,0, ,0,10,3,0
10392,1, ,0,2,1,1
10393,2,3,2, ,2,2
10394,1,1,1,4,2,1
10395,1,4, ,2,0,1
10396,2,3,1,2, ,0
10397,0,3,0,4,0,0
10398,2,0,1,0,3,1
10399,2,3,1,3, ,2
10400,1,0, ,7,1,2
10401,0,0,2, ,3,1
10402,1,2,1,4,2,1
10403,0,2,0,0,1,2
10404, , ,2,6,1,1
10405,1,4,2, , ,2
10406,1,2,2,0,3,0
10407,1,1,2,6,1,0
10408,0,3,2,9,2,1
10409, ,0,2,10,0,1
10410,0,4, ,4,0,0
10411,0,2,2, ,3,2
10412,0,2,0,7,3,0
10413,0,4,1, ,3,2
10414,2,4,1,2,3,2
10415,1,1,1, ,0,1
10416,1,3,1,1,1,2
10417,2,0,0,0,0,2
10418,2, ,1,3,0,2
10419,0,3,2,10,1,1
10420,2,2,1,1,1,2
10421,1,3, ,0,3,0
10422,1,3,2,1,2,2
10423, ,1,2,10,0,0
10424,0,4,1,1,1, 
10425,1,1,0,8,2,0
10426,1,2,0,2,3,1
10427,1,3,0,1,1,0
10428,1,0,2,8,1,0
10429,0,1,2,7,0,1
10430,1,1,2,5, ,2
10431,2,1,0,6,0,0
10432,2,3,0,2,1,2
10433,1,1,1,2,3, 
10434,0,2,0,3,2,2
10435,1,2,0,6,0,2
10436,2,2,1,7,0, 
10437,0,1,1,1, ,0
10438,0,4,1,2,1,0
10439,2,3, ,5,3,2
10440,0,4,0,1,0,2
10441,2,4,1,4,2,0
10442,1,0,2, ,0,1
10443,2,1,1,7,3,2
10444,0,0,2,6,0, 
10445,2,3,2,2,3,0
10446,0,2,1,0,0,2
10447,2,4,2,0,0,0
10448,0,1,2,10,3,0
10449,0,2,1,1,2,2
10450,1,4,2,8, ,0
10451,0,1,0,9, ,1
10452,0,2,2, ,0,2
10453,0,0,1,4,1,1
10454, , ,1,7, ,1
10455, ,2, ,8,0, 
10456,1,0,0,9,2,2
10457,1,2,2,0,1,2
10458,0,4,2,10,0,2
10459,1, ,0,6,2,2
10460,0,0,1,6,2,2
10461,0, ,0,5,3, 
10462,1, ,1, ,3,2
10463,0,4,2,1,1, 
10464,1,3,1,3,0,0
10465,1,3,0,7, ,2
10466, ,3, ,1,0,2
10467,0, ,1,5,3,2
10468,0,4,0,8,0,1
10469,1,2,1,10, ,0
10470,1,1,1,5,2,1
10471,2,0,0,10, ,0
10472,0,1,2,5,0,0
10473,0,2, ,7,2,2
10474,1,4,2,9,1,1
10475,1,3,0,10,0,0
10476, ,2,2,10, ,0
10477,1,1,1,9, ,1
10478,2,0,0,1,1,2
10479,0,3,1,1,2,1
10480,0,0,1,6,3,1
10481,0,2,1, ,2,2
10482, ,3,0,7,1,0
10483,0,0,1,9,3,1
10484,1,2,2,3, ,0
10485,2,1, ,3,0,2
10486,0,3, ,1,2,1
10487,2,2,1, ,0,1
10488,1,2,2, ,1,1
10489,0,2,0,5,0,2
10490,1,2,1,8,0,2
10491,0,4,1,1,2,0
10492,2,0, ,10,0,2
10493,2,3,1,3,0,0
10494,0,0,1,7,0,1
10495,1,4,1,8,2,0
10496,0,4,0,10, ,2
10497,0,2,2,6,2,0
10498,1,4,2,0,3, 
10499,2,4,2,7,1,1
10500,0,0,1,0,0,2
10501,2, ,1,2,0,0
10502,2,2,1,10,3,2
10503,2,1,0,6,2,0
10504,2,1,1,0,0,2
10505,0,4, ,0,0,2
10506, ,4,1,7,1,0
10507, ,4,0,7,0,1
10508,1,1,2,4,3,0
10509,0,2,1,1,1,0
10510,0,1,2,1,3,0
10511,1,0,0,6,0, 
10512,0,1,0,0,0,0
10513,1,3, ,6,0,0
10514,1,2,1,4,1,1
10515,0,3,2,6,2,2
10516,2,3,1,3,3,0
10517,1,0,1, ,3,2
10518,0,0,0,1,0,2
10519,2,2, ,3, ,2
10520,2,1,1,0,1,0
10521,0,2,0,7,0,1
10522,0,0,1,5,3,1
10523,2, ,0,3,1,1
10524,2,1,2,6,3,0
10525,1,3,1,0,3,2
10526,2,4,1,5,2,0
10527,1,1,1,0,1,0
10528,2, ,1,2,2,0
10529, ,1,2,9,3,2
10530,2,4, ,3,2,1
10531, ,0,2,5,1,2
10532,0,1,2,5,2,1
10533,0,0,2,8,3,0
10534,2,0,2,4,1,0
10535,0,2,2,7,1, 
10536, ,3,0, ,0,1
10537,2,1,0,0,1, 
10538,0,0,0,1,3, 
10539,2,2,2,8,2,0
10540, ,3,2,4,3,1
10541,1,1,2,5,2,1
10542,2,3,0,2,3, 
10543,0,2,2,6,2,0
10544,0,3,0,10,1,0
10545,2,2,0,7, ,0
10546,1,1, ,4, ,2
10547,2,0,1,8,1, 
10548,0,0,2,8,1,1
10549,1,0,0,5,1,2
10550,0,4,0, ,0, 
10551,1,4,1,0, ,1
10552,1,4,1,3,3,2
10553,0,1,2,3,3,0
10554,2,4,2,3,0,0
10555,2,4,0,1,2, 
10556,0,4,1,5,3,2
10557,1,2,1, ,0,0
10558,2,3,0,7,1,2
10559,1,2,0,8,3,0
10560,0, ,1,8,3,2
10561,1,2, ,5,1, 
10562, ,3,1,3,3,2
10563,1,3,2,10,2,0
10564,2,1,2,8,0,1
10565,0,0,1,9,1,1
10566,0,1,0,10,3, 
10567,2,3,0,7,1, 
10568,0,3, ,10, ,2
10569, , ,0,8,2,0
10570,1,1,0, ,0,2
10571,0,3, ,5,1,1
10572,1,0,0,8,1,0
10573,0,3,1,6, ,2
10574,2,3,2,1, ,2
10575,0,0,2,5,3,1
10576,1, ,0,8,2, 
10577,1,3,2,0,2,2
10578,2, ,2,8,0,0
10579, ,4,0,2,0, 
10580,1,3,2,2,2,1
10581,2,3,0,7,2,1
10582,0,4, ,10,1,1
10583,0,3,1,6,2,2
10584,0,2,2,9,0,0
10585,2,1,2,2,0,0
10586,1,0,0,2,2,0
10587,1,4,0,6,2, 
10588,1,4,2,8,1, 
10589,0,2, ,4,1,0
10590,0,4,0,10,2,1
10591,2,4,1, ,0,0
10592,1,3,2,5,3,2
10593,0,1, ,7,1,2
10594,2,1,1,4,0,2
10595,2,2,0,10, ,0
10596,1,0,2, ,3,1
10597,1,2,2,9,1,0
10598,0,0,0,10,0,2
10599,2,0,0,5,0,0
10600,2,3,1,8,0,2
10601,2,0,2,3, ,2
10602, ,4,1,10,3,0
10603,0,1,2,2,0,2
10604,2,4,0,5,0,1
10605,0,3, ,7,1,1
10606,2,0,2, ,2,0
10607,1,3,2,4,1,1
10608,2,1, ,5,1, 
10609,1,4, ,10,1,1
10610,2,0,1,8,0,0
10611,2,3, ,8,0, 
10612,0,3,0,0,1,2
10613,1,1,2,1,1,2
10614,1,0,1,3,3,0
10615,0,4, ,10,3,1
10616,0,2,0,1, ,0
10617,2,1,0,8,2,0
10618,2,3,1,0, ,1
10619, , ,0,5,3,2
10620,0,2, , ,1,0
10621,1,1,2,3,3,0
10622, ,4,2,9,3,1
10623,2,2,0,7,3,0
10624,1,4,1,3,0,2
10625,1,2,0,5,0,1
10626,2,3,2,2,0,0
10627,0,2,1, ,2,2
10628,1,4,1,7,0,2
10629,1,4,1,6,2,2
10630,1,0,1,5,1,0
10631,1,4,1,2,3,2
10632,2, ,2,10,3,2
10633,0,3,2,6,1,1
10634,0,4,2,6,0, 
10635,2,2,1,2,2,0
10636,0,0,0, ,2,2
10637, ,4,1,3,2,0
10638,2,0,1,5,1,0
10639,0, ,1, ,0,2
10640,2,4, , ,3,1
10641,0,2,2,6, ,0
10642,2, ,0,3,3,1
10643,0,4,0,8,2, 
10644,2,2,0,5,1,2
10645,0,4,0,3,0, 
10646,1,0,2,6,2,1
10647,1,3,0,0, ,1
10648,1, ,1,3, ,2
10649,0,4,0,9,0,1
10650,1,1, ,1,3, 
10651,2, ,0,8,2,0
10652,2,1,0,8,1,0
10653,0,0,2,1,0,2
10654,1,0,2,2, ,2
10655,1,1,0,4,3,2
10656,0,0,1,10, ,0
10657,2,1,1,1,2,0
10658,0,0,1,5,3,0
10659,0,1,0,4,1,2
10660,2,2,0,5,0,0
10661,1, , ,4,1,2
10662,0,4,1,8, ,0
10663,0,1,2,3,2,0
10664,0,1,2,5,1,0
10665,1,4,2,3,2,1
10666,2,4,1,10,2,0
10667,0,1,0,6,1,1
10668,0,4,0,7,2,2
10669,2,4, ,4,3,0
10670,1,3,1,5,0,1
10671,1,3, ,3,2,1
10672,1,3,1,3,3,0
10673, , ,0,1,2, 
10674,1,3,1,9,1,1
10675,2,0,1,2,0,0
10676,0,1,2,0,0,1
10677,2, ,1,5,3, 
10678,2, , ,6,0,1
10679,1,4,0,0,2,0
10680,2,3, ,8,0,1
10681, ,3,1,0,2,2
10682, ,3,0,5,0,0
10683, ,1,1,2,2,1
10684,0,4,1, ,0, 
10685,2,2,1,7,3,0
10686,0,0,1,9,0, 
10687,1,0,2,7,1,1
10688,0,1,2,9,3,1
10689,0,3,2, ,3,1
10690,2,4,2,1,1,1
10691,2,4,0,2,2, 
10692,2,1,1,10,1,0
10693,2,4,0,4,2,1
10694,2,2,0,2,2, 
10695,1,1,1,3,2, 
10696,2,4,1,7,1, 
10697,2,0,1,8,1,1
10698,1,0,0, ,1,1
10699,1, ,2,7,0,2
10700,0,4,2,0,2,2
10701,1,2,1,8,1, 
10702,1,2, ,10, ,2
10703,2,4,2,9,0,1
10704,1,3,0,6,0,1
10705,0, ,2, , ,2
10706,1,1,2,8,0,0
10707,1,2,1,4,0,0
10708,1,4,0,9, ,2
10709,0,0,1,8,1,2
10710,1,1,1,8,2,0
10711,0,2,1,4,3,1
10712,2,1,1,8,0,1
10713,1,4,0,1,3,1
10714,0,2,2,1,0,2
10715,0,1,0,6,0,1
10716,0,3,2,2,2,1
10717, ,0,2,9,1,1
10718,0,1,1,4,2,1
10719,2,0,0, ,0,0
10720,1,1,1,0,3,1
10721,2,0,0,6,0,0
10722,1,4,1,2,0,1
10723,2,0,0,7, ,0
10724, , , ,9,3,2
10725,2,3,1,6,0,2
10726,0,0,2,7,2,2
10727,0,3,0,3,1, 
10728,2,4,0,0, ,1
10729,0,1, ,10,0, 
10730,0,4,0,3,1,2
10731,0,0,0,8,0, 
10732,0,2,2,2,2,1
10733,0,3,0,0,2, 
10734,1,1,1,9,0,1
10735,0,4,2,8,2,0
10736,2,3,1,8,3, 
10737,2,3,1,9,0,0
10738,0,4,1, ,0,1
10739,2,2,0,5,0,0
10740, , ,0,3,3,0
10741,1,0,0,9,3,1
10742, ,1,0,6,1,1
10743,0,4,1,10,3,2
10744,0,3,0,10,3,0
10745, ,2,2,5,3,2
10746,2,1,1,1,2,2
10747,1,0,1,0, ,2
10748,1,4,0,0,3,2
10749,2,0,0,6,0,1
10750,0,3,2, ,1,0
10751,0,2,2,10,2,1
10752,2,1,0,8,0,0
10753,0,1,0,0,3,1
10754,0,1,0,7, ,0
10755,0,3, ,7,1,1
10756,0, ,0, ,1,1
10757,0,1,1,10,2,2
10758,2,4,0,0,0,0
10759,0,4,0,4,3,1
10760,1,2,2,7,0,1
10761, ,3,0,9,2,0
10762,1,4,1,3,2,0
10763,1,2,1,5,2,1
10764,0,3,2,2,3,1
10765,1,4,0,7,0,0
10766,2,2,1,3,2,1
10767,0,4,0,5,2,0
10768,0,3,1,6,1,1
10769,0,3,1,1, ,2
10770,0,4,1, ,1,2
10771,2,3,2,8,0,1
10772,1,3,0,1, ,1
10773,1,3,1,0,2,1
10774,2,0,1,6,0,2
10775,2,2,2,4,2,1
10776,1,3,2,5,3,1
10777,0, , ,10,2,0
10778,1,4,2,8,1,0
10779,0,0,2,0,3,1
10780,1,3,2,8,0,0
10781,1,0,0,3,0,1
10782,1, ,2,3, ,2
10783, ,3,0, ,2,1
10784,0,0,2,6,0,2
10785,2,1,2,2,0,1
10786,1,0,2,6,1,0
10787,2,2,1,9,1, 
10788,2,4,0,2,3,0
10789,1, ,1, ,3,2
10790,0, ,0, ,2,0
10791,0,1,0, ,3,2
10792,0,3,1,7, ,0
10793,2, ,0, ,0,1
10794,0,0,2,0,3,2
10795,1, ,0,2,3, 
10796,1,0,1,3,1,0
10797,2,2,0,7,2,2
10798,0,4,1,0,3, 
10799,1,2,1,9,2,1
10800,2,2,2,3, ,2
10801,0,2,1,10,2,1
10802, ,0,2,4,3,1
10803, , ,0,7,0,2
10804,1,4,2,8,3,0
10805,1,1,2,1,3,2
10806,2,0, ,2,3,0
10807,1,3,2,8,1,0
10808,2,3,1,0, ,1
10809, ,1, ,6,0,2
10810,2,0,1,4,3,1
10811,2,1,1,5,1,1
10812,1,2,0,2,1, 
10813,0,0,2,3,0,1
10814,2,2,0, ,0,1
10815,1,0,2,8,0,2
10816,2,1,1,8,0,1
10817,0, ,0,3,2,0
10818,1,4, ,0,3,0
10819,2,2,0,6,1, 
10820,1,4,2,7,0,2
10821,0,3,1,1,1,2
10822,2,0, ,10,2,0
10823,1, ,0,1,3, 
10824,0,2,0, ,2,1
10825,1, ,2, ,3,1
10826, ,1,2,3,3,0
10827,0,1,1,1,3,2
10828,1,2,2,9,0,2
10829,2,2, ,9,3,1
10830,1,4, , ,2,1
10831,0,2,1,7,2, 
10832,2,1,0,2,1,2
10833,2,2,0,1,0,0
10834, ,1,2,2,0,0
10835,1,1,1,5,2,0
10836,0, ,1,0,0,1
10837, ,2,1,7,0,0
10838,0,2,0,7,1,0
10839,0,4,1,0, ,2
10840,1,4,1,6, ,0
10841,1,3, ,2,2,1
10842,1,2,1,1,1,1
10843,2,4,0, ,0,0
10844,0,3,1,5,1,1
10845, ,0,2,4,3,2
10846,0,2,0,1,1, 
10847,0,1,1,3,1,2
10848, ,0,1,3, ,0
10849,1,0,0,5,0,1
10850,2, ,0,5,0,2
10851,0,2,1,9,0,0
10852,1,0,0,9,2,1
10853,2,1, ,8,0,1
10854,0,4,0,1,0,2
10855,2,1,2,1, ,1
10856,0,2,1,5,0,1
10857,0,4,2,4, ,0
10858, ,1,2,0,1,2
10859,2,2,1,3,2,2
10860,2,2,0,8, ,1
10861,1,0, ,4,1,1
10862,2,3,1,2,3, 
10863,0,1,1, ,0,2
10864,2,2,0,6,1, 
10865,2,3,1,1,2,0
10866,0,4,2,3,0,1
10867,2,4,1,4,2,0
10868,0,3, ,9, ,2
10869,0,4, ,9,1,0
10870,1,4,2,4,1,2
10871, ,1,2,1,0,1
10872,2, ,1,2,2,0
10873,2, ,0, ,2,2
10874,0,1,0,8,2,1
10875,1,1,1,2,3,1
10876,2,1,2,1,0,0
10877,2,0,1,5,2,0
10878, ,1,0,6,3,2
10879,0,4,0,4,3, 
10880,1,1,1, ,3,2
10881,0, , ,8,2, 
10882,2,0,1,1,0,1
10883,0,2,1,2,3, 
10884,2,2, ,9, ,1
10885,2,3,0,0,0,0
10886,0,0,1,7, ,2
10887,1, ,1, ,3,1
10888,1, , ,7,0,1
10889,2, ,2,4,3,1
10890, ,2,2,8,3,2
10891,2,2,1,5,3,2
10892,1, ,2,3,3,2
10893, ,3, ,9,2,0
10894,0,4, ,9, ,0
10895,1,4,0,2,0,1
10896,1,3,1,7,1,0
10897,1,1,1,0,0,0
10898,1,0,2,10,3,2
10899,2,2,2,2,1,2
10900,2,1,0,3,0,0
10901,1,0,0,10,1,0
10902,0,1, ,7,0,0
10903,0,2, ,6,3,0
10904,2,1, ,1,1,0
10905,2,0,2,7,1,0
10906,2,2,1,8,0,0
10907,1,3,0,8,3,1
10908,0, ,2,6,3,0
10909,1,3, ,5,0,2
10910,2,0,0,10,0, 
10911,2,2,0,4,1, 
10912,2, ,1, ,0,0
10913,1,3,2,7,2,0
10914,0, ,1,9,0,1
10915,1,2,0,4,0,1
10916, , ,2,5,3,0
10917,0,1,2,9,0,0
10918,2,4,2,3,1,1
10919,1,2, , ,0,1
10920,0,2, ,8,0,0
10921,1,2,2,9,0,2
10922,0,0,0,1,0, 
10923,2,4, ,5,2, 
10924, ,0,0,1,2,0
10925,2, ,1,7,0,2
10926,0,1,2,1,2,2
10927,0,1,1, ,1,2
10928,1,4,2,9,2,2
10929,0,4,0,1,3,0
10930, ,1,1,2,3,1
10931,2,2, ,3,0,2
10932,1,0,2,1,1,0
10933,0,0,1,4, ,1
10934,1,2,2,8,0,1
10935,0,3,2,9, ,1
10936,1,1,0,10,0,1
10937,2,1,0,3, ,0
10938,2,4, ,4,1,2
10939,2,0,2,8,1,2
10940,2,4,2,3,2,2
10941, ,1,1, ,3,1
10942,0,4,2,0, ,1
10943,0,3,1,10,0,0
10944,2,3,1,6,0,0
10945,2,3,2,0,0, 
10946,1,4,0,8,0,1
10947,1,0,2,10,0,1
10948,2,4,2,3,3,1
10949,0,0,2,9,3,0
10950,0,2,0, ,3,2
10951,1,2,1,2,0, 
10952,0,1,2,8,3,0
10953,1,0,2,1,2,1
10954,0, ,1,1,3,2
10955,1,0,1,3,0,1
10956,0,1,1, ,3,2
10957,2,0,0,3,3,1
10958,0,4,1,5,2,1
10959,0, ,2,7,2,0
10960,2,0,1,8,2,1
10961,0,4,1,10,0, 
10962,1,3,1,8,0,1
10963,2,4,1,6,1,0
10964,1,2,2,10,0,2
10965,0,0,2,6,0,1
10966,0,0,1,1,0,1
10967,1,0, ,4,1,1
10968,1,4,2,6,1,0
10969,2, ,2, ,0,2
10970,1,3,0,10,3,2
10971,1,3,1,4,0,1
10972,2,0,0,4,0,0
10973,2,2,2,7,2,2
10974, ,1, , ,1,0
10975,1,1,2,5,2,0
10976,0,2, ,10,0,2
10977,0,4,1,7,1,2
10978, ,1,1,8, ,1
10979,0,2,2,5,2,2
10980,2,2,0,7,1,2
10981,1,1,1,9,0,1
