id,BG,AG,HA,ED,HE,SE
41141,2,2,1,4,3, 
41142,2, ,1,5,2,1
41143,0,3,0,0,2,0
41144,2,0,1,10,0,1
41145,1,3,2,4,1, 
41146, ,2,2, ,2,0
41147,2,2,1,1,3,1
41148,2,1,0,0,1,2
41149,2,0,1, ,0,2
41150,2,1,1,7,1,2
41151,2,4,2,10,1,1
41152,1,0,0,9,3, 
41153,0,4,2, ,1,0
41154,2,0,1,2,2,2
41155,1, ,2,8, ,0
41156,1,0,1,10,1, 
41157,0,0,0,10,0,0
41158,1,3,1,7,1,1
41159,0,0,0, ,1,1
41160,1,1, ,3, ,1
41161,1, ,1,4,0,2
41162,2,4,1,6, ,2
41163,1,1,0,5,0,2
41164,0,1, ,10,0,2
41165,0,0,0,8,3,0
41166,2,0,1,6,1,1
41167,0,3,1,1,2,1
41168,2,0,1,1,0,1
41169,1,2,1,2,3,2
41170,2,1, ,5,2, 
41171,2,4,1, ,0,0
41172,2,0,0,10,0,0
41173,2,0,0,10, ,0
41174,0,4,2,7,1,0
41175,1, ,2,4, ,1
41176,1,0,1,10,3,2
41177,2,0,2,6,0,0
41178,2, ,2,4,3,1
41179,1, ,2,5,3,1
41180,0, ,0,4,0,1
41181,1,0,1,8,1,1
41182,1,4,1,8,0,1
41183,0,0,2,8,2, 
41184,0,3,2, ,0,2
41185,0,2,2,7,0,1
41186,0,0,0,6,1, 
41187,0,3,1,6,0,2
41188, ,0, ,8,2, 
41189,2,2,2,2,0,0
41190,0, ,0,3,1,2
41191,2,4,1,9, ,1
41192, ,4,2,1,0,2
41193,2,1,0,1,3,2
41194,1,3,2,9, ,1
41195,2,3,0,1,3,2
41196,1,1, ,10,0,0
41197,2,4,1,0,2,0
41198,0,2,0,1,2,2
41199,2,4,1,2,0,1
41200,0,1,0,6, , 
41201,0,3,0,7,2,0
41202, ,1,1,8,3,1
41203,1,0,0, ,0,0
41204, ,3,0,8,2,1
41205,1,0, ,2,3,0
41206,1,0,0,1,3,2
41207,2,4, ,5,2,0
41208,1,3,1,8,0,0
41209,2,0,0,1,2,2
41210,2,0,2,9,3,1
41211,1,4,2,6,2,2
41212,0,4,2,8,0,2
41213, ,4,0,0, , 
41214,1,0,2,2,3,1
41215,0,3,0,8,1,0
41216,2,4,2,5,1, 
41217,2, , ,8, ,2
41218,1,0,2,0,2,1
41219,1,0,0, ,1,0
41220, ,2,2,10,1,1
41221,2, ,1,2,2,1
41222,2,1,1,2,0,0
41223,0,3,2,5,1,1
41224,2,4,1,9,2, 
41225,2,1,0,3,3,1
41226,1,0,2,9,1,1
41227,0,0,0,3,3,1
41228, ,2,1,4, ,1
41229,1,3,0,6,2,0
41230,1,0,1, ,1,2
41231,0,2,1,0,2,1
41232,1,2, ,3,3,1
41233,1,4,0,0,1,2
41234,2, ,2,9,2, 
41235, ,4, ,0,2,1
41236,0,2,0, ,0,0
41237,0,3, ,6,3,1
41238,0,1,2,7,1,0
41239,0,2,0,10,2,2
41240,0,2,1,6,2,2
41241,0,0,0,9,2,0
41242,0,1,2, ,0,0
41243,2, ,0,6,3,0
41244, ,4,0,4,3,0
41245,1,4,1, ,2,1
41246,0,3,2,10,2,2
41247,2,3,0,2,2,0
41248,0,2,0,1,3,1
41249,0,0,0,5,0,2
41250,1,3,0,7,0,2
41251,1,2,2,8,1,2
41252,1,4,1,5,0,1
41253,2,3,0,1,0,2
41254, ,2,1,6,3,0
41255,2,4, ,3,0,1
41256,1,2,1,5,2,2
41257,0,1,2,7,1,2
41258,0, ,0, ,2,0
41259,1,2,2,1,0,0
41260,0,0,2,6,2,2
41261,2,1,0,6,2,1
41262,1,2, ,5,0,1
41263,2,2,2,7,2,2
41264,2,1,2, ,0,2
41265,0,2,1,4,0,0
41266,0, ,1,0,1,0
41267,1,1, ,9,0, 
41268,2,2,0,4, ,2
41269,0,1,0,4,3,1
41270,2,1,1, , ,1
41271,1,1,1,2,2,2
41272,2,4,2,3,0,2
41273,1,1,2,1,1,0
41274,0, ,1,9,1,0
41275,1,2,2,6,2,2
41276,2,4,2,5,0,0
41277,0, , ,7,2,2
41278,2,2,1,10,1,2
41279,0,2,2,0,0,2
41280,2,0,1,9,0,0
41281,0,1,1,3,1,1
41282,1,0,2,7,2,2
41283,1,0,2,0,1,0
41284,2,2,1,7, ,2
41285,2, ,0,6, ,2
41286,1,2,0,3,1,0
41287,1,4,0,9,1,1
41288,0,1,0,9,3,0
41289,2,1,1, ,1, 
41290,1, ,0,9,2,0
41291,2,4,2, ,0,0
41292,2,0,0, ,2,2
41293, ,3, ,3,2,2
41294,2,0,0,1,1,0
41295,2,0,0, ,1,0
41296,2,2,2, ,1,2
41297,0,3,1,2,2, 
41298,0,0,0,0,2,2
41299,2,2,1,4,3,1
41300,2,0,2,6,2, 
41301,2,2,0,2,1,1
41302,0,2,0,0,0,0
41303, ,4,2,10,2,1
41304,2,3,0,4,3,1
41305,2,1,2,3,1,2
41306,1, ,1, ,1,2
41307,0,4,0,9,3,1
41308,1,1,1,6,0,0
41309,0,2,1,3, ,0
41310,1,0,1,9,1,1
41311,0,4,0,3,1,2
41312,2, , ,1,1,0
41313,2,0,0,6,1,2
41314,1,4,1,6,3, 
41315,0,2,1,8, , 
41316,0,1,2,1,3,0
41317,1,4,2,5, ,1
41318,0,1,0,0,3,0
41319, , ,1,1,1,1
41320,1,4,2,1,3,0
41321,1,2,2,1,1, 
41322,2, ,0,8,2,2
41323,0,0,1,7,2,1
41324,1,4,0,1,0,2
41325,2,1,1,1,0,0
41326, ,4,0,2,3,0
41327, ,4,0,8,1, 
41328,0,1, ,9,1,0
41329,1,0,2,5,2,2
41330,1,0,1,7,1,1
41331,2,0,1,7,1,1
41332,1,3,0,3,3,1
41333,1,1,1,3,3,0
41334,2,4,2,4,0,0
41335,0,4,1,2,1,0
41336,0,4,2,8,1,1
41337,1,2,0,8,3,1
41338,2,4,1,4,0,0
41339,1,4,1,3,2,1
41340, ,4,0, ,0,0
41341,2,4,0,7,3,1
41342,1,2,1,7,0,0
41343,2,3,0,1,3, 
41344, ,2,2,2,3,2
41345,0,2,1,0,1,0
41346,2,4, ,1,3,1
41347,1,2,0, ,0, 
41348,0,1,1,3,0,0
41349,2,4,0,10,1,1
41350,2,3, ,2,2,1
41351,1,4,0,0,3,2
41352,2,0,0, ,1,2
41353,1,1, ,2,0,1
41354, ,2, ,3,1, 
41355,0,3,0,0,2,1
41356,0,2, ,10,3,2
41357, ,0,1,10,0,1
41358,2,3,2,0, ,0
41359,2,4,0,2,0,1
41360,0,2,0,7,2,0
41361,2,4, ,2, ,2
41362,2,4,1,8,0,1
41363,2,4,2,2,0,0
41364,0,1,2,6,2,0
41365,2,4,0,5,0,2
41366,1,0,2,3,1,1
41367,0,0,2,1,0,2
41368,1,3, ,6, ,1
41369,0,2,0,6,1,2
41370,0,1,1,9,0,1
41371,1,4,1,9,2,0
41372,2,2,2,9,1,2
41373,2,3,0,0,2,1
41374,0,2,0,9,3,2
41375,1, ,2, ,3,1
41376,2,1,1,5,3,1
41377,2,4,2,4,2,2
41378,0,0,0,4,1,0
41379,0,4,0,9,2,1
41380,1,4,0,9, ,1
41381,1, ,2,1,0,1
41382,1,3,1,9,1,0
41383,2,1,0, ,1,0
41384,0,0,1,10,3,1
41385,2,2,0, ,1,1
41386, ,4,1,3,2,2
41387,1,2, ,8,2,2
41388,0,4,2,2,2,1
41389,0,2,2,10,0,1
41390,0,2,1, ,3,1
41391,0,0,2, ,2,0
41392,1,4,2,9,0,1
41393,2,3,2,9,0,1
41394,0,3,0,8,0,2
41395, ,4,2,6,2,1
41396,2,2,0,5,0,2
41397, ,2,1,6, ,2
41398,2,2, ,6, ,2
41399,0,4,2, ,0,0
41400,1,3,0,6,1,1
41401,2,3,0, ,1,0
41402,1,4,0, , ,0
41403,0,1,1,6,0,1
41404,1, ,1,6,3, 
41405,2,2,2,1,1,2
41406, ,4,2,6,0,1
41407,2,0,0,5,1,1
41408, ,1, ,3,3,0
41409,0,0, ,0,0,2
41410,0,0,1,2, ,1
41411,0,4,2,1,3,0
41412,0,4,2,6,3,1
41413,1,0,1,1,1,2
41414,1,2,2,0,1,2
41415,1,3,2,5,3,2
41416,1,1,2,7,1,1
41417,2, ,2,7,1,2
41418,2,0,2, ,3,1
41419,1,4, ,7,0,2
41420,0,1,0,4, ,2
41421,2, ,2,6,2,1
41422,2,2,0,9,1,0
41423,0,0,1,0, ,0
41424, ,4,1,0,0,1
41425,1,1,0,3,2,1
41426,1,0,2,8,3,1
41427, ,1,2,6, ,1
41428,2,4,0,1,1,0
41429,0, ,2, ,3,2
41430,1,2,1,10, ,2
41431,0,3,0,5,0,2
41432,0,3,0,4,1,1
41433,0,4,0,8,3,2
41434,2,1,2,6,2,0
41435, , ,0,7,1,1
41436,2,0,1,1,0,0
41437,2,2,1,0,0,0
41438,2,1,0,1,2,1
41439,1,4,2,0,0,0
41440,1,2,2,9,2, 
41441,2,2,0,8,2,1
41442,0,2,1, ,2,2
41443,0,4,1,5,1,0
41444,2,1,0,9,2,1
41445,2, ,1,2,3,1
41446,1,3,1,5,1,2
41447,1,2,2,3,2,0
41448, , ,0,1,3,2
41449,0,4,1, ,3,1
41450,0,1,2,1,3, 
41451,2,1,1,7,2,1
41452,2,4,2,4,0,1
41453,1,3,2,10,3,1
41454,1, ,2,2,2,2
41455, ,0, ,9, ,2
41456,1,0,0,9,0,2
41457, ,2,1,4, , 
41458, , ,0,6,3,1
41459, ,1,2,4,3,2
41460,0,1, ,5, , 
41461,1,4,0,10,1, 
41462, ,4,2,6,3,0
41463,1,1,2,5,0,2
41464,0,1, ,1,2, 
41465,1,1,1, ,1,2
41466,0,4,2,1,0,2
41467,0,4,0,10,3,2
41468, ,3,2,0,3,1
41469,2, , ,0, ,2
41470,2,1,1,4, ,1
41471,0,0,2,1,2,0
41472,0,4,0,0,1,1
41473,0,3,0,8,0, 
41474, ,1,2,9,3,0
41475, , ,2, ,1,2
41476, ,1,2,2, ,1
41477,1,4,0,9,3,1
41478,1,4,0,10,3,1
41479,0,0, ,9,2,1
41480,0,1,1,0,0,2
41481,0,2,2,8,2, 
41482,2,2,1,0,3,2
41483, ,4,0,3,0, 
41484,2,0,0,9,3,1
41485,2,2,1,6,3,0
41486,1,4,2,1,1,2
41487,1,4,0,0, , 
41488, ,1,0,9,3,0
41489,1,0, , ,0,1
41490,0,4,0, ,0,1
41491,1,3,1,0,2,0
41492,1,1,1,9,0,0
41493,2,1,2,10,1,1
41494,1,0,1,8,3,2
41495,1,2,0,10,3,1
41496,2,2,0,6,3, 
41497, ,1,2,7,0, 
41498,0,3,1,0,0,2
41499,2,2, ,4,1,1
41500,0,0,2,7,3,2
41501,1,4,2,10,3,1
41502,1,0,2,4,0,0
41503,0,2,2,3,0,1
41504,2,1,1,0,1,0
41505, ,1,0,3,3,2
41506,2,4,2,1,2,1
41507,0,0,0,7,0,2
41508,1,1,1,0,2,1
41509, ,3,1,10,3, 
41510,1,0,1, , ,1
41511,2,2,1,6, ,2
41512,2, ,0,9,2,0
41513,1,3,2,6,3,0
41514,2, ,1,6,2,1
41515,2,2,2,8,3,0
41516,2,1,0,8,2,2
41517,0,2,0,2,3,0
41518,0,3,1,3,2,1
41519,0,4,2,10,0,2
41520, ,3,1,3,1,2
41521,1,1,2,10,1,1
41522,2,3,0,8,1, 
41523,1,1,1,9,3,0
41524,1,2,0,7,3,2
41525, ,3,0,0,0,1
41526,0, ,1,4,2, 
41527,1,3,1,10,1,1
41528,0,1,0,4,1,0
41529,0,3,0,5,2,0
41530,2, , ,0,1,0
41531,2,0,1,9,0,2
41532,1,3,1,0,0,1
41533,1,0,2, ,3,2
41534,1,2,0,10,2,0
41535,1,1, ,2, ,1
41536,1,1,2,5,1,1
41537,1,2, ,9,0,1
41538,1,0,0, ,2,1
41539,1,1,2,3,3,0
41540,2,1, ,9,3, 
41541,1,3,1,10,2,0
41542,1,4,0,3,1,1
41543,0,0,0,3,3,0
41544,1,2,1,3,0,2
41545,2,0,1, , ,0
41546,0,2,2, ,0,0
41547,2, ,1,1,1, 
41548,1,4, , ,0,0
41549,0,1,1,5,3,2
41550,2,1,1,9, , 
41551,2,3, ,4, ,1
41552, , ,2,1,3,0
41553,1,0,2,0, ,0
41554,1,1,2,5,1,1
41555,2,0,2,5,3,1
41556,1,0,1,4, ,1
41557, ,0,0,5,2, 
41558,1,2, ,10,3,0
41559,0,2, ,8, ,0
41560,2,1,2, ,1,1
41561,0,1,0,4,1,0
41562,1,2,0,7,2,2
41563,1,2,0,2,2, 
41564,0,3,1,4,0, 
41565,0, , ,4,0, 
41566,1,4,1,10,2,1
41567,2,3,1,2,2,1
41568,2,0,1,0,3,2
41569,1,3,0,3,1,2
41570,0,1,1,6,1,1
41571,0,3,1,8,1,1
41572, ,4,1,7,1,2
41573,0,2,0, ,2,0
41574, ,2,2,9, ,2
41575,1,3,1,7,3,1
41576,1,3,0,4,2,1
41577,2,0,2,10,0,0
41578,2,1,1, ,1,2
41579,2,0,1,9,1,0
41580,0,1,1, ,0,0
41581,0,4,0,9, ,0
41582,1,0,2,9,3,1
41583,1,0,0,5,3,0
41584,0,3, ,2,3,2
41585,0,2,2,6,0,0
41586,2,2,0,6,3,0
41587,2,2,0,3,0,0
41588,2,2,1,4,3,1
41589,0,2,0, ,2,1
41590,0,0,0,6,1,1
41591,2,0,2,6,1,0
41592,1,2,2,10,0,1
41593,0,3,2,10,3,2
41594,2,4,0, ,1,1
41595,0,3,1,6,0,0
41596,0,1,0,7,0,1
41597,1,2,2, ,3, 
41598,2,1,0,5,2,1
41599,0,1,1, ,0,0
41600,0,4,1,1,3,1
41601,0,2,2,0,0,2
41602,2,3,1,3,2,0
41603, ,4,2,9,3,1
41604,2,4,1, ,0,1
41605,0,4,1,1,3, 
41606,1,1,0,3,0,1
41607,0,2,1, ,0,0
41608,0, ,1,10,3,1
41609,2,1,0,8,0,2
41610,0,3, ,2,1,2
41611,2,0,1,3, ,2
41612,0,1,2,10,3,2
41613,0,2,1,10,3,2
41614,2,0,0,6,2,0
41615,0,0,2,8,0,1
41616,1,1,0,2,2,2
41617,0,1,1,8,2,2
41618, ,4,1,7,0,2
41619,2,3,0,10,1,2
41620,0,3,0,3,2, 
41621,0,4,2,4,1, 
41622,2,3,2,0,2,0
41623, ,1,1,8,1,1
41624,2,0,0,0,0,0
41625,1,0,1,9,1,2
41626,2,4,0,0,0,0
41627,0,4,2,7,0,2
41628,1,1,0,1,2,2
41629,2,4,0,5,2,0
41630, ,4,0,2,1,0
41631, ,0,1,5,3,1
41632,0,3,0,5,3,1
41633,0,0,1,2, ,1
41634,0,1,0,2,3,1
41635, ,0,1,10,1, 
41636,0,0,1,10,2,1
41637,0,2,1,7,2,2
41638,0, ,2,0,1,1
41639,1,3,0,2, ,2
41640,0, ,1, ,2,2
41641,2,2,2,4,1,1
41642,2,3,0,4,3, 
41643,1,3,0,2,1,0
41644,1,0,1,4, , 
41645,0,3,1,2, ,2
41646,2,3, ,6,0,0
41647,1,3,2,7,0,2
41648,0,0,1,0,3,0
41649,1,4,2,1,2,0
41650,1,3,2,2,0,0
41651,0,2,2,2,0,0
41652,1, ,2,10,1,2
41653, ,2,1,6,0,0
41654,2,4,0,7,3,2
41655,2,1,2,9,3,2
41656,1,3,1,6,3,0
41657,2,2, ,1,3,1
41658,1,3,1,2,3,1
41659,2,0,2,3,2,0
41660,2,3,1,3, ,2
41661,0, ,0,0,2,2
41662, , ,1, ,0,1
41663,0,1,2,10,1,1
41664,0,2,2,0,1,2
41665,1, ,0,7, ,0
41666,2,4,2,10,1,0
41667,0,3,1,1,0,1
41668,2,3,2,0,3,0
41669, ,1,0,4,2,0
41670,1,2,1,8,0, 
41671,0,0,2,9,0,2
41672,0,4,2,2,0,2
41673,0,0,1,8,0,0
41674, ,1,1,7,3,1
41675,0,0,2, ,1,2
41676,1,3,2,6,0,0
41677,0,2,0,7, ,0
41678, ,3,1,8,3,0
41679,1,0,1,6,1,2
41680,1,3, ,0, , 
41681,2,4,1,4,0, 
41682, , , ,9,2,1
41683,1,2, ,1,3,1
41684,0,3,0,9,2,1
41685,1,3,1,1,0,1
41686,1,4,0,2,2,2
41687,0,4,0,0,2,0
41688,1, ,2,8,3,2
41689,0,0, ,4,2,2
41690, ,2,0,5,0,2
41691,2,2,1,10,1,2
41692,1,4,1,7,3,0
41693,2,3,0,10,2,1
41694,0,1,2, ,2,2
41695,2, ,2,8,1,2
41696,1,4,2,0,2,1
41697,1,2,0,4,1,0
41698,2,4,1,7,2,2
41699,0,0,2,7,0,0
41700,0, ,0,4,0,1
41701,1,4,1,3,2,0
41702,2,2,2,9,0,1
41703,1,3,1,1,1,1
41704,1,3,0,1,1,2
41705,2,1,2,0,2,1
41706,2,1,1,2,0, 
41707, ,3,1,8,0,2
41708,2,2,1, ,0,2
41709,0,3,1, ,1,1
41710,1,1,1,4,1,1
41711,0,1,1,3,0,2
41712,1,3,0,3,3, 
41713,1,4,1,3,1,2
41714,2,3,1,10,2,2
41715,1,4,1,10,3,1
41716,0, , ,3,0,1
41717,0,2,0,6,1,1
41718,2,4, , ,3, 
41719, ,1,0, ,3,1
41720,1,1,2, , ,2
41721,2,1,0,8, , 
41722,1,3,1,6, ,0
41723,1,2,0,6, ,0
41724,0,1,2,0,0,2
41725,2,0, ,4,0,2
41726,1, , ,9,3,2
41727,1,3,2,4,3,1
41728, ,1,1, ,0,2
41729,0,4,0,5,2,0
41730,0,4,0,2,2,2
41731,2,1,1,5,1,2
41732,1,4,0,9,0, 
41733,1,1,1,6,1,1
41734,0,0,0,1,3,2
41735,2, , ,6, ,1
41736,0,0,2,1,1,2
41737,1,4,2,0,2,1
41738,0, ,0, ,1,0
41739, ,0,1,4,1,0
41740,1,4,2,1,1,1
41741,1,1,0,0,1,1
41742,1,1,0,0,2,0
41743,1,3,2,1,3,1
41744,2,4,1,9,1,1
41745,2,4,1, ,2,2
41746,2,4,2, ,0,2
41747,0,2,2,3,3,0
41748, ,3,0,1,2,1
41749,2,4,0,2,3,0
41750,2,0,1,2, ,0
41751,1,0, , ,3,1
41752,2,3,1,8,0,0
41753, ,4,0,3, ,1
41754,0,2,0,2, ,1
41755,0,1,1,2,0,0
41756,2, ,1,7,2,1
41757,2,4,1, ,1,0
41758,1,4,0, ,1,0
41759,2,4,1, ,0, 
41760,0,0,0,7,1, 
41761,1,4,1,7,2,1
41762,1,3, ,0,1, 
41763,2, ,0,5,1,2
41764,0, , ,5,3,0
41765, ,1,1,1,1,0
41766,1,4,2,2,3,1
41767,2,0,0,4,2,2
41768,0, ,0, ,2,1
41769,1,2,1,8,3,0
41770,0,2,1,7,2,1
41771,1,0,0,4,0,1
41772,0,1, ,5,2,0
41773,0,4,2,6,3,0
41774,2,1,0,2,2, 
41775,2,3,0,7,3, 
41776,0,1,2, ,2,0
41777,1,3,0, ,3,1
41778,1,4,2, ,0,0
41779,1,3,2,0,3,0
41780,2,4,0,1,0,1
41781,0,0,2,4,2,1
41782,0,0,1,7,2,2
41783,0,1, ,4,3,0
41784,0,3,1,9,2,2
41785,1,0,0,3,1,0
41786,2,4,1,2,1,1
41787, , ,2,10,3,2
41788,0,1, ,7,2,1
41789,1,2, ,10,1,1
41790,2,4,0,5,1,2
41791,0,4,2,0,3,1
41792, ,2,1,1,2,0
41793,2,4,0,6,0,1
41794,2, ,0,8,1, 
41795,0,0,0,3,3,2
41796,1,1,1,8,3,1
41797, ,3,0,9,0,0
41798,1,1,0,8, ,0
41799,2,1,1,10,0,1
41800,2,0,1,3,0,0
41801,2,3,1,4,3,2
41802,1,1, ,10,2,0
41803,2,0, ,3, , 
41804,0,2,1,5,1,2
41805,0,1,1,8,2,0
41806,0,4,0,10,2,1
41807,2, ,2,6,0,2
41808,2,2,0,6,1,2
41809,1,1,2,7,1,1
41810,1,0,2,6,0,1
41811,1, , ,1, ,0
41812,2,1,2,3,1,2
41813, ,1,1,1, ,2
41814,1,0,0,8, , 
41815,0,1,2,4, ,0
41816,2,4,1,6, ,0
41817,0,3,2,6,2,1
41818,1, ,2,1,3,2
41819,2,2,0,10,0,2
41820,2,0,0,4,2,1
41821,1,2,2,3, ,0
41822, ,3,1,8,2,1
41823,0,1, ,8,1,2
41824,1,4,2,6,3,1
41825,1,1,0,5,1,0
41826,1,0,1,6,2,2
41827,2, ,0,5, ,0
41828,1,0,1,6,0,2
41829,2,2,1,9,1,0
41830,1,3,1,10,3, 
41831,2,0,0,0, ,2
41832,2, ,1,2, ,2
41833,1,4,1,0,2, 
41834,2,3,0,0,2,0
41835,2,1,2,1,1,1
41836,2, ,0,0,1,0
41837,1,4, ,8, ,1
41838,0,2,2,8,0,1
41839,1,1,1,5,0,1
41840,1,2,2,5,2,0
41841,1,3,0,3,2,1
41842,2,2,2,7,3,1
41843,0,1,1,7,1,2
41844,1,1,1,5,0, 
41845,1,2,2,5,0,0
41846,0,1,2, ,1,2
41847,2, ,2, ,3,2
41848,0,0,0,3,0,1
41849, ,1,0,8,0,0
41850, , ,0,1,3,1
41851,0, ,1,5,0,0
41852,2,1,0,9,0,2
41853,2,2,0,3,1,0
41854,0,2,0,4,3,2
41855,1,4,0,2,3,2
41856, ,4, ,8,0, 
41857,2,0,2,1, ,2
41858,0, ,2,6, , 
41859,1,2, ,0,0, 
41860,1,0,1,8,2,2
41861,0,0,1,10,3,1
41862,1,4,2,3,0,1
41863,0,2,0,9, ,2
41864,1,1,1,3,1,2
41865,0,3,1,2, , 
41866,2,3,1,6, ,1
41867,1,0,2,9,3,2
41868,2, ,0,6,2, 
41869,2,1,2,7, , 
41870,0, ,0,5,3,1
41871,1,1,2,3,3,2
41872,1,0,1,7,0,2
41873,2,3,1,4,1,0
41874,1,4,2,4,0, 
41875,1,3, ,4,2,0
41876, ,4,0,4,1,1
41877,1,2,1, ,3, 
41878,2,4, ,6,2,0
41879,2,2,2,7,3,1
41880, ,4,0, ,2,2
41881,1,1,0,6,3,2
41882,2,4, ,8,3,2
41883, ,0,1,9,3,2
41884,0,0,0,2,1,2
41885,0,3,2,8,0,1
41886,2,2,2,10,2,2
41887,1, ,1,8, , 
41888,2, ,2,9, , 
41889,2,1,1, ,1,0
41890,1,0,1,5, ,0
41891,0,3,2, ,2,0
41892,1,1,2,7,1,1
41893,1,1,0,5, , 
41894,2,1,2, ,2,2
41895,0,0,1,3,2,2
41896,2,4, ,10,3,2
41897,1,2,1,9,2,0
41898,0,2,0,7,1,0
41899,0,1,1,4, ,0
41900,2,2,0,3,3,0
41901,1,4,0,6,1,1
41902,1, , ,4, ,0
41903,2,2,2,8,0,1
41904,2,1,1,7,1,2
41905,1, ,2,8,3,1
41906, ,0,2,3,2,1
41907,1,1,2,1,1,1
41908,1,0,2,5,2,1
41909,0,1,0,8,2,2
41910,2,3,0,7,1,1
41911,0, ,0,0,0, 
41912,0,2,0, , ,1
41913,0, ,1,1,3,1
41914, ,2, ,7,3,0
41915,2,1,0,5,1,0
41916,2,2,0,5,0, 
41917,1,0,2,0,3,2
41918,1, ,1, ,1,1
41919,0,0,0,10,0,2
41920,2,2,1,4,2, 
41921,1,2,2,9,1,2
41922,1, ,1,9,3,1
41923,0,4,2,7,2,2
41924,1,2,2,5,3, 
41925,0,2,0,2,2, 
41926, ,1,1,2,0,1
41927,0, ,2,7,1,0
41928,1,1,1,3,2,0
41929,0, ,0,0,3,1
41930,1,3,1,1,1,2
41931,1,3,2,3,1,0
41932,1,3, ,8,2,1
41933,1,2,1,6,2,2
41934, ,2,1,7, ,2
41935,2,1,2,9,0,0
41936, ,0,0,10,2,0
41937,1,4,1,0, ,2
41938,1,0,1,0,1,2
41939,1,2,1,2,3,1
41940,1,2,1,2,0,1
41941,1,0,2,5,1,0
41942,1,2, ,1,1,1
41943,2,4,2,5,3,0
41944,1,2, ,2,0,2
41945,0,4,0,3,0,1
41946,2,4,0,2,1,0
41947,0,2,1,0,1,1
41948,0,3,1, ,1,0
41949,2, ,0,1,3,0
41950,2,2,1,5,1,1
41951,0,0,2,8,1, 
41952, ,2,1, ,3,2
41953,1,1,0,4,2,2
41954,0,1,0,2,0,2
41955,0,2,2,5,1,2
41956,2,0,1,5,1,1
41957,2,3,1,6, ,0
41958,1,3, ,7,3,2
41959,1,0,2,2,2,0
41960,2,0, ,10,3, 
41961,2,3, , ,2,1
41962,1,4,1,2,2,1
41963,1, ,0,1, ,0
41964, ,3,2,2,3,2
41965,1,3,1,2,2,2
41966,1,0, ,1, ,0
41967,2,2, , ,0,2
41968,0,4,2,2,1,2
41969,1,4,0,9,0,0
41970,1,2,1,6,2,1
41971,2,0,1,2,1,1
41972,2,4,2,5,3,2
41973, ,4,2, , , 
41974,1,3,0,5, ,1
41975,0,2,0,8,3,1
41976,2, ,0,3,0,1
41977,2,4,2,3,0,1
41978,0,2, ,1,0,1
41979,1,4,0,3,1,2
41980,0,2,1,5,1,1
41981,1,1,0,6,1,1
41982,2, ,0, ,2, 
41983,0,1, ,1,2,2
41984,1,1,0,0, ,2
41985,1,1,0,2, ,0
41986,2,1,0,2,1,1
41987,0,0,1, ,0,2
41988,1,4,1,4,1,1
41989,0,4,2,10,1,1
41990,1,1,1,2, ,0
41991,2,4,2,3,3,2
41992,0, ,1,5,3,0
41993,1,2,2,3,2,0
41994,0,3,1,10,3,2
41995,0,0,0,10,0,0
41996,2,4,0,8,0,1
41997,2,2,0,6,1,2
41998,2,3,2,0,1,1
41999, , ,2,5,3,1
42000, ,2,0,8, ,2
42001,2,0,1,4, ,0
42002,1,3, ,3,1,1
42003,2,4,2, ,0,2
42004,1,4,1,9,0,0
42005,0,0,2,5,1,1
42006, ,1,1,3,3,0
42007,1,4,2,7,3, 
42008, ,2,0,6,2,2
42009,1,0,1,3,2,1
42010,1,1,2,6, , 
42011,2,2, ,3, , 
42012,0,4,0,5,1,0
42013,2,1,2,8,3,0
42014,2,2, ,8,2,1
42015,2, ,0,0, ,0
42016,1,3,1,0,1,2
42017,0,2,2,10, , 
42018,2,0,2,0,1,0
42019,2,0,0, ,1,1
42020,0,0,0, , , 
42021,0,2,2,8,0,2
42022,2,2,1,1,1,0
42023,2,1,1,2,1,0
42024,2,0,1,10,1,0
42025,2,1,1,10,0,2
42026,0, ,2,2,0,0
42027,0,0,2,10,0,1
42028, ,3,0,0,2,1
42029,1,2,0,5, ,0
42030,0,2,2,4,1,2
42031, ,4, ,1,3,1
42032, ,4,1,6,1,2
42033,0,3, ,5,2,1
42034, ,3, ,9,2,1
42035,0,4,0,8,1, 
42036,1,4,0,3,2,2
42037,2, , ,7,2,2
42038,0,1,1,2,3,0
42039,0, ,0,1,3, 
42040,2,4,0,4,1,2
42041,2,4,1,2,0,0
42042,1,3,1,7,3, 
42043, ,0,2,0,3,2
42044,2,4,2,1, ,0
42045,1,3,2,8,0, 
42046,0,2,2,4,3,0
42047,1,4,1,4,2,1
42048,2,4,2,4,0,2
42049,2, ,1,3,0,0
42050,2,0,1, ,2,0
42051,2,2,1,5,2,1
42052,0, ,0,2,1,0
42053,1,0,0,2,1,2
42054,2,2,1,2,1,2
42055,2,2,2,4,1, 
42056, ,3,2,10,1, 
42057,0,1,1,4,0,0
42058,2, ,2,7,1,0
42059,1,0,2,10,1,2
42060,1,2,0, ,0,1
42061,1,4,2, ,1,0
42062,1,0,2,6,3,1
42063,1,0,1,4, ,2
42064,2, ,0,9,3,1
42065,2,1,0,7, ,1
42066,1,4,2,1,0,0
42067,0,0,2,9,3,0
42068,1,0,0,6, ,0
42069,2,3,2,0,3,1
42070,0,0,2,10,3,1
42071,1,2,2,7,3, 
42072,1,2,1, ,3,1
42073, ,4,0,6,1,2
42074,2,1,0,1,3,0
42075,1,4,0,2,1,2
42076,0,4,1,4,1,1
